ID,text,raw_text,label,raw_label
1649,show me movies about zombies,show me movies about zombies,0000000000000000000000000000000010000000000000,movie.subjects
1650,show me movies about zombies,show me movies about zombies,0000000000000000000000000000000010000000000000,movie.subjects
1651,show movies of zombies,show movies of zombies,0000000000000000000000000000000010000000000000,movie.subjects
1652,which movies are based on zombies,which movies are based on zombies,0000000000000000000000000000000010000000000000,movie.subjects
1653,which movies have zombies in them,which movies have zombies in them,0000000000000000000000000000000010000000000000,movie.subjects
1654,movies about zombies,movies about zombies,0000000000000000000000000000000010000000000000,movie.subjects
1655,display movies of zombies,display movies of zombies,0000000000000000000000000000000010000000000000,movie.subjects
1656,get movies about zombies,get movies about zombies,0000000000000000000000000000000010000000000000,movie.subjects
1657,movies about zombies,movies about zombies,0000000000000000000000000000000010000000000000,movie.subjects
1658,i want scary zombie movies,i want scary zombie movies,0000000000000001000000000000000010000000000000,movie.genre movie.subjects
1659,i want to see zombie movies that are scary,i want to see zombie movies that are scary,0000000000000001000000000000000010000000000000,movie.genre movie.subjects
1660,find movies directed by niel|abramson,find movies directed by niel|abramson,0000000000000100000000000000000000000000000000,movie.directed_by
1661,zombies,zombies,0000000000000000000000000000000010000000000000,movie.subjects
1662,what movies are directed by ridley|scott,what movies are directed by ridley|scott,0000000000000100000000000000000000000000000000,movie.directed_by
1663,i want to see movies directed by ridley|scott,i want to see movies directed by ridley|scott,0000000000000100000000000000000000000000000000,movie.directed_by
1664,german movie info,german movie info,0000000000010000001000000000000000000000000000,movie.country movie.language
1665,i want to watch a german movie,i want to watch a german movie,0000000000010000001000000000000000000000000000,movie.country movie.language
1666,info german movie,info german movie,0000000000010000001000000000000000000000000000,movie.country movie.language
1667,show german movies,show german movies,0000000000010000001000000000000000000000000000,movie.country movie.language
1668,find action movies,find action movies,0000000000000001000000000000000000000000000000,movie.genre
1669,looking for an action movie,looking for an action movie,0000000000000001000000000000000000000000000000,movie.genre
1670,what is the ratings of action movies,what is the ratings of action movies,0000000000000001000000001000000000000000000000,movie.rating movie.genre
1671,movies patrick|swayze played in,movies patrick|swayze played in,0000000000000000000000000000001000000000000000,movie.starring.actor
1672,show me a movie that starred patrick|swayze,show me a movie that starred patrick|swayze,0000000000000000000000000000001000000000000000,movie.starring.actor
1673,show me short films,show me short films,0000000000000001000000000000000000000000000000,movie.genre
1674,movies by george|lucas,movies by george|lucas,0000000000000100000000000000000000000000000000,movie.directed_by
1675,list of all dutch movies,list of all dutch movies,0000000000010000001000000000000000000000000000,movie.country movie.language
1676,please|give me a dutch movie listing,please|give me a dutch movie listing,0000000000010000001000000000000000000000000000,movie.country movie.language
1677,dutch movie listing,dutch movie listing,0000000000010000001000000000000000000000000000,movie.country movie.language
1678,show me childrens movies,show me childrens movies,0000000000000001000000000000000000000000000000,movie.genre
1679,movies tom|cruise produced,movies tom|cruise produced,0000000000000000000000100000000000000000000000,movie.produced_by
1680,what movies did harry weinstein produce,what movies did harry weinstein produce,0000000000000000000000100000000000000000000000,movie.produced_by
1681,i want to look for movies produced by morgan|freeman,i want to look for movies produced by morgan|freeman,0000000000000000000000100000000000000000000000,movie.produced_by
1682,i would like to find movies produced by morgan|freeman,i would like to find movies produced by morgan|freeman,0000000000000000000000100000000000000000000000,movie.produced_by
1683,look for movies produced by morgan|freeman,look for movies produced by morgan|freeman,0000000000000000000000100000000000000000000000,movie.produced_by
1684,search for movies produced by morgan|freeman,search for movies produced by morgan|freeman,0000000000000000000000100000000000000000000000,movie.produced_by
1685,what movies are in bengali,what movies are in bengali,0000000000000000001000000000000000000000000000,movie.language
1686,meryl|streep movies,meryl|streep movies,0000000000000000000000000000001000000000000000,movie.starring.actor
1687,movies frances|ford|copolla,movies frances|ford|copolla,0000000000000100000000000000000000000000000000,movie.directed_by
1688,what movie did victor|fleming direct,what movie did victor|fleming direct,0000000000000100000000000000000000000000000000,movie.directed_by
1689,movies from russia,movies from russia,0000000000010000000000000000000000000000000000,movie.country
1690,search for films produced in russia,search for films produced in russia,0000000000010000000000000000000000000000000000,movie.country
1691,find movies produced in russia,find movies produced in russia,0000000000010000000000000000000000000000000000,movie.country
1692,find all details about star|wars-a new hope movie,find all details about star|wars-a new hope movie,1000000000000000000000000000000000000000000000,NO_REL
1693,show all details about star|wars-a new hope movie,show all details about star|wars-a new hope movie,1000000000000000000000000000000000000000000000,NO_REL
1694,get me information about the movie star|wars four,get me information about the movie star|wars four,1000000000000000000000000000000000000000000000,NO_REL
1695,can you show me details about the movie star|wars:episode four - a new hope,can you show me details about the movie star|wars:episode four - a new hope,1000000000000000000000000000000000000000000000,NO_REL
1696,give me detailed information about the movie star|wars:episode four -a new hope,give me detailed information about the movie star|wars:episode four -a new hope,1000000000000000000000000000000000000000000000,NO_REL
1697,i would like to get some information about the movie star|wars:episode four -a new hope,i would like to get some information about the movie star|wars:episode four -a new hope,1000000000000000000000000000000000000000000000,NO_REL
1698,list star|wars movie a new hope,list star|wars movie a new hope,1000000000000000000000000000000000000000000000,NO_REL
